ID;Age;Sexe;Situation professionnelle avant le confinement;Useless Column;Useless Column;cognitive_rigidity_1;cognitive_rigidity_2;cognitive_rigidity_3;cognitive_rigidity_4;att_switch_1;att_switch_2;att_switch_3;att_switch_4;att_switch_5;att_switch_6;att_switch_7;att_switch_8;att_switch_9;att_switch_10;nflex_1;nflex_2;nflex_3;nflex_4;nflex_5;nflex_6;nflex_7;nflex_8;nflex_9;nflex_10;cfs_1;cfs_2;cfs_3;cfs_4;cfs_5;cfs_6;cfs_7;cfs_8;cfs_9;cfs_10;cfs_11;cfs_12;Error countNombre_error_count;Pourcentage_error_count;Nombre_perseveration_error_count;Pourcentage_perseveration_error_count;Nombre_non_perseveration_error_count;Pourcentage_non_perseveration_error_count
112;55;Femme;Travailleur;;;3;1;3;4;4;3;3;3;4;3;3;4;3;2;6;5;5;5;3;5;4;1;2;3;4;2;2;4;2;4;6;6;4;2;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
113;23;Homme;Etudiant;;;5;5;3;2;3;3;3;4;3;3;3;3;4;1;5;5;2;3;5;5;5;5;6;6;6;5;2;4;2;5;6;4;6;2;6;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
114;73;Homme;Sans emploi;;;1;3;1;4;2;4;1;3;3;3;1;2;3;1;1;4;2;2;6;4;4;6;3;5;4;1;1;6;5;3;4;3;4;2;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
115;22;Femme;Etudiant;;;3;4;4;2;3;3;2;2;3;2;3;3;2;3;4;4;3;4;5;4;3;5;4;4;3;2;2;3;2;3;5;4;4;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
116;23;Homme;Travailleur;;;2;3;2;4;3;2;4;1;4;3;4;3;2;1;4;5;2;6;5;5;2;6;1;6;6;1;1;6;1;6;6;6;5;1;6;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
117;20;Femme;Etudiant;;;4;3;4;5;2;3;2;4;1;2;3;3;3;4;3;2;4;3;5;4;3;3;4;5;5;4;4;4;2;4;4;4;5;4;4;4;8;13;6;10;2;3
118;20;Homme;Etudiant;;;4;3;3;5;2;2;3;4;4;3;4;3;2;1;4;5;3;5;4;6;3;5;2;4;5;1;5;5;2;5;4;3;6;4;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
119;21;Femme;Etudiant;;;3;3;3;4;3;3;3;3;1;3;3;2;4;3;5;5;4;5;5;3;4;3;4;5;5;4;3;2;2;4;4;4;4;4;5;5;6;10;5;8;1;2
120;22;Femme;Etudiant;;;2;4;2;4;4;2;3;2;4;2;4;4;2;2;6;5;3;4;3;6;1;6;1;6;6;1;3;4;2;5;5;4;4;1;6;4;8;13;6;10;2;3
125;21;Femme;Etudiant;;;3;5;2;4;3;2;3;2;3;3;3;3;4;3;4;6;4;6;4;5;3;4;3;4;5;3;4;5;2;5;4;4;4;2;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
126;53;Femme;Sans emploi;;;3;3;3;5;3;2;3;3;3;3;4;3;3;3;6;6;2;6;5;6;3;5;2;4;4;3;1;6;2;6;5;4;3;2;5;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
127;21;Homme;Etudiant;;;2;5;2;3;2;3;4;2;3;2;4;2;2;1;3;3;5;6;5;2;6;5;5;6;6;1;1;5;1;6;4;3;6;5;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
128;21;Femme;Etudiant;;;2;4;3;4;1;4;3;3;2;3;3;2;3;3;2;4;4;4;5;2;5;5;5;2;4;5;6;2;6;4;4;3;3;4;5;3;8;13;6;10;2;3
129;53;Femme;Travailleur;;;3;1;2;2;3;1;3;3;3;2;3;3;2;1;3;3;3;3;3;3;1;3;3;3;3;1;1;1;3;3;3;3;3;3;3;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
130;21;Homme;Travailleur;;;5;4;4;4;3;4;4;2;4;3;3;3;3;3;3;5;3;5;5;5;3;5;5;5;5;2;2;3;2;5;4;4;5;2;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
131;21;Femme;Etudiant;;;2;5;1;4;3;1;2;1;4;3;4;2;1;3;4;4;4;6;6;5;3;4;3;5;4;2;2;2;1;4;4;4;4;1;6;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
133;19;Homme;Etudiant;;;3;4;5;3;3;4;2;3;2;3;4;3;4;1;4;3;5;4;3;3;4;3;5;5;5;1;6;4;2;6;4;2;4;2;4;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
134;44;Femme;Travailleur;;;4;2;4;5;3;2;3;1;4;2;3;3;2;1;6;5;1;6;2;5;2;5;1;3;4;1;2;4;2;6;4;4;3;2;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
135;22;Femme;Etudiant;;;4;5;4;5;3;4;3;3;3;1;4;3;3;2;5;6;5;5;6;3;2;5;2;5;5;5;3;5;4;5;5;3;4;3;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
136;32;Femme;Travailleur;;;4;3;3;5;4;2;4;3;3;2;3;4;3;2;6;6;1;6;1;6;1;6;1;4;6;2;1;5;1;6;5;4;5;1;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
137;59;Homme;Travailleur;;;3;3;3;4;3;3;2;3;2;2;3;3;3;2;4;4;3;5;5;5;2;5;4;4;4;3;2;5;3;4;4;4;4;2;4;4;6;10;5;8;1;2
138;53;Femme;Sans emploi;;;2;2;3;4;4;4;4;1;4;2;4;4;3;3;6;6;1;6;1;6;1;6;2;5;5;2;2;6;2;4;4;6;6;5;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
139;18;Femme;Etudiant;;;4;4;3;4;2;4;3;4;2;3;3;3;1;3;3;4;5;6;4;3;5;5;4;5;5;4;4;4;3;4;4;4;4;4;4;3;16;27;11;18;5;8
140;44;Femme;Travailleur;;;3;3;3;3;2;2;3;2;3;2;3;4;3;3;3;5;2;6;3;4;2;4;3;5;6;3;2;4;2;4;3;3;4;3;5;4;11;18;8;13;3;5
141;50;Femme;Travailleur;;;5;2;4;4;4;3;3;3;4;1;4;4;2;2;5;4;3;4;3;6;3;4;3;4;6;1;1;5;2;6;5;5;4;3;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
142;56;Femme;Travailleur;;;5;2;2;4;2;1;3;3;3;1;3;2;2;1;6;5;2;5;2;5;2;5;2;4;4;2;2;5;2;5;5;5;4;5;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
143;45;Homme;Travailleur;;;4;2;4;4;3;2;3;1;3;3;2;3;3;2;4;3;2;5;6;4;4;2;4;4;5;3;3;4;2;4;4;5;5;2;5;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
144;23;Femme;Etudiant;;;3;6;3;2;2;2;2;3;4;2;3;2;4;1;3;3;5;5;4;4;3;5;3;4;4;2;3;4;3;4;5;4;4;3;6;4;8;13;6;10;2;3
145;50;Femme;Travailleur;;;3;2;6;3;2;4;4;3;1;1;4;3;3;1;6;6;5;5;2;5;4;4;2;6;5;1;2;4;2;6;4;5;5;2;6;3;14;23;7;12;7;12
146;52;Homme;Travailleur;;;3;2;2;4;2;3;2;3;3;2;2;1;2;1;6;6;2;5;4;5;3;4;2;2;5;3;2;4;3;4;4;4;3;3;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
147;23;Femme;Travailleur;;;5;2;4;5;3;4;2;4;2;3;3;3;4;3;5;6;2;5;4;3;2;6;4;4;6;2;1;6;2;5;5;4;4;2;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
148;23;Femme;Etudiant;;;5;6;3;3;3;3;4;2;4;3;3;3;2;4;4;3;4;4;6;5;3;4;1;6;4;4;6;2;3;4;4;1;4;4;4;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
149;23;Femme;Etudiant;;;3;3;3;4;3;3;4;3;2;4;3;2;3;2;4;4;5;4;3;4;3;4;3;4;5;3;2;4;1;5;4;6;5;4;6;4;11;18;5;8;6;10
150;23;Homme;Etudiant;;;4;4;3;4;2;3;3;4;1;3;3;2;4;4;4;3;3;2;5;4;4;5;3;5;4;3;3;4;2;4;4;4;5;4;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
151;24;Femme;Etudiant;;;2;5;1;3;3;3;3;3;3;2;4;4;2;3;3;5;3;5;4;6;3;5;3;4;5;2;1;4;5;5;3;3;2;1;6;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
152;21;Homme;Etudiant;;;3;4;2;3;3;2;4;2;4;2;3;2;1;2;4;6;3;3;5;6;4;6;2;6;5;3;3;5;3;5;1;1;5;3;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
153;21;Homme;Etudiant;;;5;4;5;4;2;4;4;4;2;3;4;2;4;4;4;4;5;6;5;3;5;4;4;3;4;6;2;4;2;2;4;6;5;2;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
154;18;Femme;Etudiant;;;2;4;3;4;2;2;2;2;3;3;2;3;3;4;4;5;4;5;5;5;6;6;2;5;3;4;5;3;3;2;3;3;4;3;3;3;5;8;5;8;0;0
155;22;Femme;Etudiant;;;3;4;3;4;3;2;3;3;1;3;2;2;4;4;5;4;6;5;4;4;4;3;4;4;3;6;3;4;3;6;6;5;3;3;6;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
156;50;Femme;Travailleur;;;4;3;4;4;4;3;4;2;3;1;3;4;3;2;6;6;3;5;4;5;3;4;3;4;4;2;2;4;2;6;4;5;4;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
157;21;Femme;Etudiant;;;2;1;5;5;3;2;3;1;3;2;4;3;2;4;5;4;6;5;4;4;3;3;3;3;6;4;3;4;4;5;5;4;6;2;6;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
158;18;Femme;Etudiant;;;4;3;6;4;3;2;3;4;3;3;3;2;3;2;4;5;3;4;6;4;5;4;5;4;4;3;2;5;2;4;4;5;5;4;5;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
159;23;Femme;Etudiant;;;3;3;3;3;3;3;4;4;3;3;2;3;4;3;5;3;4;4;5;4;5;3;5;4;5;3;1;4;1;6;4;6;4;2;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
160;61;Femme;Travailleur;;;3;3;4;4;2;3;2;3;3;3;4;3;3;3;3;3;4;4;4;4;4;4;4;4;3;3;2;4;3;4;4;4;4;2;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
162;53;Femme;Travailleur;;;3;4;2;3;4;1;4;4;3;2;4;4;1;3;6;3;5;6;2;5;2;5;3;5;4;2;1;4;2;4;4;3;4;3;4;4;14;23;5;8;9;15
163;21;Homme;Etudiant;;;1;4;2;2;2;2;2;2;3;2;3;3;3;3;4;5;2;4;5;4;2;4;1;6;4;3;3;4;4;4;4;3;4;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
164;21;Femme;Etudiant;;;4;2;4;4;3;1;3;4;4;2;3;3;4;2;5;6;4;4;4;4;6;2;4;2;5;2;6;4;2;5;5;4;1;2;5;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
165;23;Femme;Etudiant;;;4;4;2;2;3;4;3;4;3;3;4;3;3;3;4;3;4;4;4;3;4;4;2;6;6;2;4;6;2;6;4;3;6;4;6;5;0;0;0;0;0;0
166;40;Femme;Etudiant;;;3;4;3;3;3;4;4;2;3;3;3;1;3;3;3;3;4;3;3;6;5;5;6;3;4;3;1;3;4;4;4;5;5;3;5;1;16;27;11;18;5;8
167;60;Femme;Travailleur;;;5;4;2;5;3;4;3;3;3;3;4;4;3;1;4;4;5;6;2;5;2;3;1;6;5;2;1;5;2;5;4;3;1;4;2;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
168;22;Homme;Etudiant;;;3;4;3;4;2;2;4;3;2;2;3;2;2;3;4;4;3;3;5;5;4;5;4;5;5;3;2;5;2;4;5;4;4;3;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
169;18;Homme;Etudiant;;;3;3;4;2;4;3;4;4;1;4;3;4;4;1;6;6;4;6;1;5;4;4;2;6;6;5;4;5;3;6;3;5;3;6;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
170;18;Femme;Etudiant;;;6;3;6;4;3;2;3;3;1;4;2;3;4;4;6;5;4;6;5;3;4;6;5;6;6;4;2;4;5;6;5;6;5;4;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
171;38;Femme;Sans emploi;;;2;6;2;2;4;1;4;2;3;2;4;2;2;3;6;5;5;5;4;6;5;5;3;6;5;5;4;4;2;6;5;4;4;2;6;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
172;47;Homme;Travailleur;;;4;4;2;2;2;3;2;3;2;3;3;3;3;3;3;3;2;4;3;4;3;4;3;4;4;3;3;4;4;4;4;4;4;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
173;48;Femme;Travailleur;;;4;3;4;4;3;2;2;2;2;3;4;3;3;3;4;3;4;4;4;3;4;3;4;3;4;3;3;5;3;4;4;5;4;4;4;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
174;52;Homme;Travailleur;;;4;3;4;4;3;3;3;2;3;3;4;3;3;2;6;5;2;5;2;4;3;4;3;2;4;3;3;4;3;5;4;4;4;2;3;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
176;50;Femme;Travailleur;;;2;5;2;3;3;2;4;3;3;3;3;4;3;3;6;5;2;6;4;5;3;5;2;5;5;4;4;5;4;5;5;4;5;3;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
177;48;Femme;Travailleur;;;3;4;3;3;3;3;3;3;3;3;3;3;3;3;5;4;6;4;4;5;4;4;3;4;5;2;2;6;2;6;5;5;6;4;6;6;11;18;10;17;1;2
178;25;Femme;Travailleur;;;5;3;5;4;3;3;3;1;2;4;3;4;1;4;5;5;2;5;4;6;3;6;5;6;2;3;3;3;1;3;5;5;2;4;4;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
179;40;Femme;Travailleur;;;4;2;3;4;2;1;3;1;4;3;3;4;4;1;4;5;2;5;4;4;2;3;3;4;6;1;1;5;1;5;5;5;4;1;4;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
180;67;Femme;Sans emploi;;;3;3;2;3;3;3;3;2;2;3;3;3;2;3;3;4;3;4;4;6;4;4;2;4;4;3;6;4;4;4;3;3;3;4;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
181;24;Femme;Etudiant;;;4;3;4;4;2;3;2;2;2;3;2;2;3;3;4;4;6;4;5;3;5;4;5;3;3;4;6;2;3;3;4;5;4;4;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
182;44;Femme;Travailleur;;;5;2;4;4;3;2;2;2;2;3;3;4;3;2;5;4;2;4;3;5;4;2;5;4;4;3;2;4;4;4;4;4;3;2;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
183;32;Femme;Travailleur;;;3;3;3;2;4;2;3;2;2;3;4;4;2;2;4;3;2;4;1;4;1;3;2;3;5;2;2;4;3;5;4;4;2;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
184;31;Homme;Travailleur;;;3;3;3;2;2;1;3;2;4;2;4;3;2;1;4;3;1;6;1;4;1;5;3;4;6;1;2;4;1;4;4;6;4;1;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
185;25;Femme;Travailleur;;;3;2;4;4;3;3;2;1;4;2;4;3;2;2;5;6;4;5;4;5;2;4;1;4;5;2;3;5;3;6;4;4;4;2;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
186;31;Femme;Travailleur;;;5;5;3;5;3;2;3;3;3;4;3;4;3;4;6;6;6;6;4;3;3;3;5;5;4;3;1;4;1;6;6;6;6;3;6;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
187;19;Femme;Etudiant;;;2;6;2;3;2;3;3;2;1;3;2;2;2;2;5;5;6;5;5;6;4;4;3;6;5;4;3;4;3;4;3;3;5;3;4;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
188;22;Femme;Etudiant;;;2;2;3;4;4;3;4;3;3;3;4;3;4;2;6;5;3;6;1;4;5;5;4;4;6;2;1;4;2;6;4;3;4;3;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
189;33;Homme;Travailleur;;;3;4;5;4;1;4;1;3;3;3;3;2;1;2;1;5;3;4;6;5;4;5;4;5;5;2;3;4;3;5;5;5;5;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
190;19;Femme;Etudiant;;;3;3;3;3;3;2;3;2;3;3;2;3;3;2;4;5;4;5;4;5;3;4;3;4;3;4;4;3;3;4;4;5;3;3;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
191;22;Femme;Sans emploi;;;3;3;3;3;3;2;3;2;3;2;3;3;2;2;5;6;3;5;3;6;3;6;4;4;6;2;2;1;1;6;4;4;5;1;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
192;27;Femme;Travailleur;;;5;3;5;5;4;3;4;3;2;3;3;4;3;4;5;5;2;5;2;4;2;4;1;4;6;3;3;5;3;6;4;4;3;2;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
193;22;Homme;Etudiant;;;3;6;2;2;3;3;3;4;3;2;2;2;4;3;5;5;4;3;5;4;5;5;2;6;6;3;4;5;4;5;4;4;6;4;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
194;20;Femme;Etudiant;;;3;4;4;2;2;2;2;2;3;2;4;2;2;3;3;3;4;3;5;4;4;4;2;5;4;3;4;3;4;4;3;3;4;3;4;3;11;18;6;10;5;8
195;22;Femme;Travailleur;;;4;2;4;6;3;2;3;2;4;2;4;4;1;2;5;5;2;4;2;6;3;2;1;3;6;2;2;4;1;4;4;4;4;1;6;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
196;56;Homme;Travailleur;;;5;3;5;5;1;2;2;3;3;3;3;4;3;2;6;4;3;5;4;5;4;5;5;5;6;1;1;5;1;6;5;5;6;1;6;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
197;43;Femme;Travailleur;;;4;3;4;4;2;3;2;1;3;3;2;3;2;3;4;4;5;3;4;3;4;5;3;5;4;3;4;4;2;5;4;4;3;3;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
198;58;Homme;Travailleur;;;3;3;4;4;3;3;3;3;3;2;3;4;3;2;6;5;3;5;3;5;3;3;3;3;4;3;2;4;2;4;4;4;3;3;6;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
199;60;Femme;Sans emploi;;;4;3;4;2;3;3;3;3;3;2;3;4;3;1;6;5;2;6;3;5;3;4;4;4;4;3;1;4;1;6;4;4;3;1;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
200;22;Femme;Etudiant;;;5;2;5;5;4;2;4;3;3;3;4;4;2;3;5;3;2;4;2;3;2;4;3;2;4;2;1;3;2;5;6;4;5;4;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
201;23;Femme;Etudiant;;;3;2;4;4;3;1;3;1;4;3;4;3;1;2;3;4;3;3;2;3;2;4;3;4;4;1;3;4;1;4;3;3;3;3;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
203;68;Homme;Sans emploi;;;6;1;6;1;3;3;3;3;1;1;3;4;4;1;6;1;1;6;6;1;6;1;4;6;6;1;1;5;1;6;6;6;5;1;4;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
204;50;Femme;Travailleur;;;4;2;4;4;3;3;3;3;1;3;4;4;3;1;6;5;4;5;4;4;4;4;3;3;5;2;2;4;2;4;4;4;3;2;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
206;61;Femme;Sans emploi;;;3;4;2;3;3;2;3;2;3;1;3;3;3;1;6;6;2;6;5;6;2;5;2;4;6;1;1;4;2;6;5;4;4;1;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
207;22;Femme;Etudiant;;;2;3;3;4;3;2;3;3;2;3;3;3;1;4;5;4;2;5;2;3;3;2;1;6;2;4;6;5;5;3;5;6;3;6;6;1;8;13;5;8;3;5
208;22;Autre;Etudiant;;;2;3;3;4;2;3;1;4;1;3;2;2;4;4;4;3;3;3;4;2;5;5;5;6;2;5;1;6;4;4;4;5;2;1;5;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
209;47;Femme;Travailleur;;;5;2;5;5;4;2;4;2;4;1;4;3;1;1;6;6;5;6;2;6;2;6;3;3;5;1;2;5;3;6;5;3;4;1;3;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
210;23;Femme;Travailleur;;;2;3;3;4;3;1;4;3;2;3;4;3;1;4;4;4;2;4;2;4;1;2;1;4;4;5;4;3;2;4;6;5;5;2;6;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
211;22;Femme;Etudiant;;;3;3;3;3;3;2;4;3;1;3;2;2;3;4;5;4;5;5;3;2;4;4;4;4;3;4;2;4;2;5;3;3;4;4;5;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
212;30;Homme;Etudiant;;;1;3;4;4;2;4;3;2;4;3;3;2;2;2;3;3;2;2;6;5;4;6;2;6;6;1;3;4;3;6;3;3;4;2;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
213;25;Femme;Etudiant;;;4;3;4;3;3;3;4;1;3;2;4;3;3;2;5;3;2;6;4;3;6;5;2;6;6;6;1;4;1;4;6;4;4;2;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
214;23;Femme;Etudiant;;;3;3;4;4;3;2;4;4;2;3;2;3;3;3;5;4;4;5;3;3;3;5;4;4;4;4;4;3;3;4;6;4;3;3;6;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
215;61;Homme;Travailleur;;;1;5;1;1;4;1;2;1;4;1;3;4;1;3;6;6;1;6;1;6;1;4;1;6;6;4;1;6;4;6;6;6;4;1;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
216;52;Femme;Travailleur;;;4;3;3;3;3;3;3;3;3;2;3;4;4;3;4;4;3;4;4;3;3;4;3;3;3;3;2;2;1;4;4;4;3;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
217;28;Femme;Travailleur;;;4;4;3;4;3;3;3;2;3;4;3;3;3;3;5;5;6;5;6;3;4;5;5;5;5;3;3;4;2;5;5;6;3;2;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
218;23;Femme;Etudiant;;;4;3;3;4;3;3;2;3;4;1;4;3;1;3;5;6;4;4;4;6;2;6;1;6;6;3;6;5;2;6;3;3;6;1;6;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
219;46;Homme;Travailleur;;;5;2;5;4;3;1;2;3;2;3;3;4;2;2;5;4;6;5;5;4;5;5;3;4;5;2;2;5;2;5;5;5;5;2;3;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
220;24;Femme;Etudiant;;;2;5;2;2;2;3;3;3;2;3;2;3;3;4;4;3;4;6;6;3;5;2;3;5;3;4;6;4;3;4;2;3;3;4;4;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
221;23;Femme;Etudiant;;;4;4;4;4;2;3;4;2;2;3;3;3;2;3;5;4;6;5;4;3;6;5;4;5;5;4;3;4;5;4;4;5;5;2;4;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
222;20;Homme;Etudiant;;;4;3;5;3;2;4;1;4;2;3;4;2;3;4;2;4;5;4;5;2;5;4;5;6;5;5;4;5;3;5;4;6;5;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
223;45;Femme;Travailleur;;;4;1;4;5;4;1;4;3;1;4;3;4;4;4;6;5;5;5;3;4;3;4;4;4;6;4;1;4;1;4;5;5;5;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
224;22;Femme;Etudiant;;;4;3;5;4;4;1;4;3;3;3;4;3;3;2;6;6;4;6;5;4;3;5;2;5;6;2;1;2;1;6;4;4;5;4;6;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
225;25;Femme;Travailleur;;;3;4;3;3;4;2;2;3;3;2;3;4;3;3;6;5;4;5;3;3;3;4;5;5;4;2;3;4;3;5;5;4;5;3;5;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
226;25;Femme;Etudiant;;;6;5;4;4;4;3;4;2;4;3;3;3;4;2;6;6;4;3;3;6;3;5;6;6;6;3;2;4;2;5;5;5;6;3;4;6;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
227;22;Femme;Etudiant;;;3;3;4;4;3;3;1;3;3;4;3;3;4;4;4;3;4;4;5;3;5;3;4;3;5;6;4;4;2;5;4;4;3;3;6;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
228;27;Homme;Travailleur;;;3;6;3;1;3;2;1;2;2;2;1;2;3;3;4;3;4;4;4;3;4;6;4;6;1;4;6;4;5;4;3;2;4;5;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
229;50;Femme;Travailleur;;;3;3;4;3;2;2;3;3;4;3;3;4;4;2;4;4;3;4;4;4;3;3;3;3;4;3;3;4;3;5;4;4;4;3;5;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
230;20;Femme;Travailleur;;;3;5;2;4;3;2;2;3;3;3;3;4;4;2;5;4;4;4;4;4;6;4;3;4;4;3;3;4;2;4;4;4;4;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
231;24;Femme;Etudiant;;;4;1;5;5;3;2;3;1;2;2;3;4;2;2;4;6;3;4;5;5;4;2;3;2;5;3;2;3;3;3;4;4;4;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
233;47;Femme;Travailleur;;;3;4;3;3;2;3;2;2;3;3;4;2;2;3;3;3;3;3;6;4;6;3;3;6;3;3;3;3;3;4;4;4;5;3;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
234;52;Homme;Travailleur;;;4;2;3;3;3;2;4;3;2;3;3;3;2;3;4;4;3;4;5;5;4;5;3;2;4;2;1;4;3;5;4;5;2;1;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
235;31;Femme;Travailleur;;;5;3;4;4;4;2;4;2;1;3;3;4;4;3;6;3;5;5;3;3;4;5;4;5;6;2;1;5;3;6;6;4;5;2;5;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
236;28;Homme;Travailleur;;;3;3;4;4;2;4;3;4;1;2;4;2;2;3;5;5;4;6;5;6;5;5;3;6;6;3;1;6;2;6;5;5;6;1;6;6;15;25;6;10;9;15
237;26;Femme;Travailleur;;;3;3;3;4;3;2;3;2;4;1;3;4;2;1;6;6;6;5;3;5;3;5;3;5;5;3;4;4;2;4;4;3;4;3;5;4;12;20;5;8;7;12
238;35;Femme;Travailleur;;;3;4;4;4;4;2;3;2;3;3;4;4;3;2;6;6;2;6;2;5;4;5;3;4;5;3;4;3;2;5;5;3;4;2;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
239;29;Femme;Travailleur;;;3;6;2;2;4;2;3;2;4;2;4;3;2;3;5;5;3;4;4;4;3;6;3;6;4;3;3;4;3;4;5;4;3;2;4;3;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
